Date,Open,High,Low,Close,Adj Close,Volume
2016-01-12,33.35,33.57,32.66,33.08,33.08,7854000
2016-01-13,33.28,33.57,31.97,32.12,32.12,8069400
2016-01-14,32.15,33.04,31.7,32.87,32.87,7749500
2016-01-15,31.62,32.54,31.62,32.31,32.31,12131400
2016-01-19,32.76,33.18,31.93,32.2,32.2,6674700
2016-01-20,31.43,31.7,30.52,31.2,31.2,13170600
2016-01-21,31.61,31.74,30.9,31.2,31.2,9978900
2016-01-22,31.65,31.97,31.54,31.69,31.69,9444000
2016-01-25,31.98,31.98,31.35,31.47,31.47,7591800
2016-01-26,31.49,31.98,31.39,31.97,31.97,8617000
2016-01-27,31.96,32.63,31.38,31.59,31.59,12711700
2016-01-28,33.63,34.75,33.35,34.24,34.24,20378600
2016-01-29,34.49,36.26,34.36,36.14,36.14,21201100
2016-02-01,35.65,37.32,35.59,37.08,37.08,17356000
2016-02-02,36.53,37.77,36.44,36.83,36.83,17310600
2016-02-03,36.87,37.55,36.07,37.01,37.01,14543100
2016-02-04,36.66,37.28,36.54,37.17,37.17,10212300
2016-02-05,37.16,37.16,34.82,35.07,35.07,16245800
2016-02-08,34.0,34.29,31.98,33.61,33.61,20629000
2016-02-09,32.8,33.86,31.64,32.7,32.7,16439200
2016-02-10,33.62,33.94,32.82,32.9,32.9,8636500
2016-02-11,32.12,33.64,32.01,33.52,33.52,13170100
2016-02-12,33.97,34.44,33.81,34.3,34.3,9437100
2016-02-16,34.65,35.52,34.48,35.46,35.46,9152400
2016-02-17,35.98,36.91,35.81,36.36,36.36,12070600
2016-02-18,36.41,36.53,35.66,36.31,36.31,9022100
2016-02-19,36.0,36.24,35.61,35.76,35.76,9652800
2016-02-22,36.45,36.5,35.82,36.0,36.0,10476200
2016-02-23,35.72,35.94,35.02,35.48,35.48,8415200
2016-02-24,35.22,36.75,34.86,36.47,36.47,8090600
2016-02-25,36.67,36.83,36.18,36.74,36.74,5209500
2016-02-26,36.73,37.53,36.37,37.49,37.49,8595000
2016-02-29,37.47,38.93,37.45,38.14,38.14,23939900
2016-03-01,38.52,39.54,38.02,39.25,39.25,14085300
2016-03-02,39.2,39.93,38.7,39.16,39.16,12895900
2016-03-03,38.96,39.24,38.63,39.02,39.02,7656900
2016-03-04,38.77,39.7,38.76,39.04,39.04,7200100
2016-03-07,38.78,39.4,38.72,38.98,38.98,5327200
2016-03-08,38.69,38.88,38.11,38.16,38.16,6012700
2016-03-09,38.48,38.62,37.82,38.57,38.57,4990500
2016-03-10,38.66,39.3,37.48,38.49,38.49,7655700
2016-03-11,39.0,39.53,38.85,39.49,39.49,9539500
2016-03-14,39.4,39.8,39.04,39.38,39.38,5299700
2016-03-15,39.05,39.64,39.05,39.27,39.27,5013900
2016-03-16,39.09,39.89,38.57,39.84,39.84,6363500
2016-03-17,39.85,40.12,39.17,39.93,39.93,9789600
2016-03-18,39.86,39.86,38.69,39.41,39.41,15132400
2016-03-21,39.41,41.17,39.2,41.14,41.14,13432400
2016-03-22,40.67,41.75,40.63,41.32,41.32,10552300
2016-03-23,41.06,41.31,40.04,40.52,40.52,8104700
2016-03-24,39.4,39.51,37.0,38.92,38.92,15040600
2016-03-28,38.81,39.17,38.62,38.74,38.74,6192900
2016-03-29,38.74,39.72,38.3,39.53,39.53,5694000
2016-03-30,39.94,40.04,38.99,39.04,39.04,5246800
2016-03-31,38.74,39.0,38.43,38.6,38.6,8087000
2016-04-01,38.51,39.46,38.4,39.4,39.4,6982000
2016-04-04,39.36,39.38,38.41,38.79,38.79,5381300
2016-04-05,38.35,38.81,37.7,38.55,38.55,5364800
2016-04-06,38.45,39.19,38.25,39.16,39.16,5526200
2016-04-07,38.85,38.94,38.12,38.28,38.28,7294500
2016-04-08,38.61,38.7,38.1,38.41,38.41,7822300
2016-04-11,38.33,38.82,38.03,38.06,38.06,5428900
2016-04-12,38.32,38.32,37.34,37.8,37.8,7677100
2016-04-13,38.25,39.12,38.19,38.79,38.79,7082400
2016-04-14,38.94,39.02,38.42,38.64,38.64,4590200
2016-04-15,38.69,38.95,38.29,38.58,38.58,5239600
2016-04-18,38.56,39.69,38.43,39.64,39.64,6428200
2016-04-19,39.75,40.07,38.97,39.24,39.24,5915800
2016-04-20,39.24,40.24,39.17,40.08,40.08,7723500
2016-04-21,40.2,40.55,40.01,40.1,40.1,5539400
2016-04-22,39.72,40.63,39.68,40.31,40.31,6433900
2016-04-25,40.27,40.84,39.54,39.82,39.82,7934200
2016-04-26,39.57,40.13,39.33,39.73,39.73,5271200
2016-04-27,39.68,40.18,39.2,40.01,40.01,12727600
2016-04-28,41.0,41.49,39.91,40.07,40.07,17800000
2016-04-29,39.71,39.87,38.59,39.18,39.18,10001400
2016-05-02,39.07,39.27,38.73,39.02,39.02,6777500
2016-05-03,38.63,38.97,38.14,38.36,38.36,9146600
2016-05-04,38.07,38.46,37.87,38.31,38.31,8121600
2016-05-05,38.38,39.12,38.32,38.95,38.95,7127200
2016-05-06,38.71,39.7,38.61,39.48,39.48,6548100
2016-05-09,39.42,40.18,39.33,39.62,39.62,5861000
2016-05-10,39.62,40.15,39.24,40.11,40.11,6588700
2016-05-11,39.57,40.31,39.57,39.71,39.71,5995500
2016-05-12,39.85,40.0,39.17,39.51,39.51,6323100
2016-05-13,39.54,39.8,39.31,39.48,39.48,5885900
2016-05-16,39.36,39.53,39.13,39.3,39.3,10316000
2016-05-17,39.1,39.66,38.75,39.06,39.06,10746100
2016-05-18,39.18,39.36,38.5,38.98,38.98,10393500
2016-05-19,38.81,38.88,37.31,37.65,37.65,17041300
2016-05-20,37.79,37.95,37.49,37.53,37.53,12496600
2016-05-23,37.68,38.23,37.39,38.07,38.07,9083800
2016-05-24,38.28,39.01,38.28,38.92,38.92,7555200
2016-05-25,38.87,39.06,38.51,38.76,38.76,6538900
2016-05-26,38.71,38.74,38.0,38.07,38.07,5894700
2016-05-27,38.0,38.35,37.92,38.09,38.09,5862000
2016-05-31,37.96,38.03,37.5,37.79,37.79,12231400
2016-06-01,37.81,38.48,37.71,38.31,38.31,5458500
2016-06-02,38.42,38.69,38.32,38.56,38.56,4658600
2016-06-03,38.44,38.59,37.81,38.33,38.33,4986000
2016-06-06,38.47,38.49,37.98,38.1,38.1,5065900
2016-06-07,38.07,38.48,37.52,37.57,37.57,6324400
2016-06-08,37.53,37.7,37.06,37.55,37.55,8666600
2016-06-09,37.48,37.57,37.11,37.13,37.13,10206700
2016-06-10,36.83,37.05,36.62,36.77,36.77,7741400
2016-06-13,36.5,37.11,36.49,36.54,36.54,8216000
2016-06-14,36.37,37.28,36.25,37.16,37.16,10281900
2016-06-15,37.16,37.22,36.78,36.84,36.84,7092000
2016-06-16,36.62,37.04,36.35,36.97,36.97,6106000
2016-06-17,37.03,37.18,36.63,36.97,36.97,7947100
2016-06-20,37.28,37.76,36.82,36.86,36.86,7789600
2016-06-21,36.8,36.8,35.95,36.16,36.16,12816100
2016-06-22,36.28,36.49,35.78,36.0,36.0,9292400
2016-06-23,36.27,36.67,36.05,36.66,36.66,4808700
2016-06-24,35.0,35.72,34.61,35.08,35.08,17647200
2016-06-27,34.74,34.76,34.0,34.2,34.2,11195800
2016-06-28,34.46,35.25,34.23,35.24,35.24,12408200
2016-06-29,35.69,35.9,35.29,35.77,35.77,9520400
2016-06-30,35.81,36.53,35.59,36.51,36.51,9153000
2016-07-01,36.6,36.67,36.25,36.35,36.35,7260400
2016-07-05,36.3,36.36,35.87,36.12,36.12,5321100
2016-07-06,35.94,36.17,35.72,35.93,35.93,7821300
2016-07-07,35.92,36.39,35.84,36.32,36.32,7326700
2016-07-08,36.78,37.46,36.66,37.36,37.36,6828600
2016-07-11,37.45,38.33,37.4,38.15,38.15,10096200
2016-07-12,38.47,38.91,38.24,38.79,38.79,9997200
2016-07-13,38.84,39.99,38.83,39.28,39.28,12458500
2016-07-14,39.69,40.07,39.4,39.96,39.96,9683500
2016-07-15,40.02,40.07,38.98,39.09,39.09,8140600
2016-07-18,39.13,39.22,38.73,38.92,38.92,7877400
2016-07-19,38.97,39.47,38.83,39.37,39.37,8120100
2016-07-20,39.44,40.45,39.12,40.05,40.05,11189100
2016-07-21,40.33,40.33,39.65,40.13,40.13,13363300
2016-07-22,37.3,37.59,36.43,37.42,37.42,36397300
2016-07-25,37.7,38.18,37.62,37.78,37.78,16904100
2016-07-26,37.78,38.27,37.6,37.69,37.69,10279200
2016-07-27,37.64,37.69,37.04,37.22,37.22,8894200
2016-07-28,37.4,37.68,37.1,37.22,37.22,5111300
2016-07-29,37.41,37.48,36.86,37.24,37.24,6841500
2016-08-01,37.43,37.44,36.9,37.06,37.06,5473900
2016-08-02,37.06,37.08,36.36,36.54,36.54,5997700
2016-08-03,36.59,36.74,36.28,36.58,36.58,7663800
2016-08-04,36.82,37.39,36.73,37.3,37.3,7507800
2016-08-05,37.55,38.15,37.55,38.1,38.1,7670400
2016-08-08,38.19,38.3,37.65,37.91,37.91,6101300
2016-08-09,38.03,38.14,37.88,38.1,38.1,5049100
2016-08-10,38.02,38.24,37.91,38.07,38.07,5546800
2016-08-11,38.19,38.49,38.1,38.46,38.46,5999400
2016-08-12,38.3,38.63,38.1,38.51,38.51,6527900
2016-08-15,38.55,38.65,38.34,38.46,38.46,4548200
2016-08-16,38.4,38.53,38.15,38.38,38.38,6170800
2016-08-17,38.41,38.46,37.88,38.14,38.14,5264000
2016-08-18,38.07,38.38,37.93,38.22,38.22,3880600
2016-08-19,38.02,38.18,37.9,38.09,38.09,5107900
2016-08-22,37.93,38.2,37.66,38.11,38.11,10704300
2016-08-23,38.42,38.43,37.8,37.86,37.86,6066400
2016-08-24,37.81,37.95,37.41,37.52,37.52,5914200
2016-08-25,37.5,37.57,37.25,37.51,37.51,5132100
2016-08-26,37.72,37.84,37.38,37.65,37.65,4177700
2016-08-29,37.61,37.65,37.27,37.29,37.29,4780700
2016-08-30,37.26,37.52,36.99,37.0,37.0,6873600
2016-08-31,37.0,37.24,36.84,37.15,37.15,7166300
2016-09-01,37.27,37.32,36.58,36.83,36.83,10412200
2016-09-02,37.01,37.12,36.3,37.07,37.07,6726900
2016-09-06,37.05,37.65,37.02,37.18,37.18,6416900
2016-09-07,37.33,38.58,37.26,38.56,38.56,10817700
2016-09-08,38.65,39.33,38.5,39.27,39.27,12037300
2016-09-09,38.75,39.02,37.91,38.01,38.01,10747100
2016-09-12,37.65,38.84,37.54,38.77,38.77,8635000
2016-09-13,38.62,40.33,38.41,39.86,39.86,17924900
2016-09-14,39.99,40.28,39.53,39.96,39.96,13042100
2016-09-15,40.31,41.14,39.87,40.83,40.83,12702800
2016-09-16,40.71,40.88,40.33,40.7,40.7,11909400
2016-09-19,40.24,40.46,39.75,40.01,40.01,7574500
2016-09-20,40.3,40.3,39.67,39.69,39.69,5563300
2016-09-21,39.86,40.39,39.7,40.29,40.29,5378400
2016-09-22,40.42,40.66,40.14,40.49,40.49,5691000
2016-09-23,39.6,40.49,39.6,40.07,40.07,6234600
2016-09-26,39.38,40.51,39.38,40.34,40.34,9054400
2016-09-27,40.04,41.23,39.49,41.06,41.06,8674100
2016-09-28,41.15,41.19,40.21,40.97,40.97,6751200
2016-09-29,40.91,41.3,40.36,40.39,40.39,7953000
2016-09-30,40.29,41.05,40.27,40.97,40.97,8685600
2016-10-03,40.87,41.2,40.16,40.59,40.59,6925000
2016-10-04,41.3,41.3,40.44,40.78,40.78,5046600
2016-10-05,40.95,40.95,40.4,40.44,40.44,6128200
2016-10-06,40.32,40.39,39.86,40.18,40.18,6312000
2016-10-07,40.42,40.42,39.62,39.88,39.88,6109900
2016-10-10,40.13,40.17,39.59,39.86,39.86,6636700
2016-10-11,40.03,40.11,38.96,39.19,39.19,9955700
2016-10-12,39.77,39.8,39.3,39.53,39.53,7039900
2016-10-13,39.39,39.4,38.75,39.2,39.2,7865200
2016-10-14,39.46,39.89,39.23,39.24,39.24,6647600
2016-10-17,39.24,39.62,39.16,39.48,39.48,5279500
2016-10-18,40.0,40.18,39.78,39.83,39.83,5475900
2016-10-19,39.97,40.47,39.84,40.24,40.24,6587700
2016-10-20,40.23,40.29,39.82,40.09,40.09,13337500
2016-10-21,41.85,44.24,41.84,44.15,44.15,37554700
2016-10-24,44.0,44.52,43.14,43.87,43.87,19079000
2016-10-25,43.66,44.07,43.0,43.31,43.31,9463900
2016-10-26,43.0,43.21,42.31,42.33,42.33,10918800
2016-10-27,42.55,42.57,41.62,41.69,41.69,9447300
2016-10-28,41.98,41.98,41.07,41.76,41.76,11979200
2016-10-31,41.78,42.0,41.36,41.66,41.66,7160000
2016-11-01,41.68,42.29,41.29,41.54,41.54,9399000
2016-11-02,41.43,41.57,41.08,41.35,41.35,7920600
2016-11-03,41.32,41.5,40.92,41.19,41.19,6239900
2016-11-04,40.3,41.49,40.3,40.9,40.9,6541300
2016-11-07,41.52,41.65,41.06,41.28,41.28,7904900
2016-11-08,41.42,42.15,41.09,41.58,41.58,6945700
2016-11-09,40.6,41.47,40.58,41.26,41.26,9744400
2016-11-10,41.9,41.9,39.58,40.45,40.45,12097600
2016-11-11,40.77,40.77,39.8,40.08,40.08,10775700
2016-11-14,40.4,40.4,38.45,38.81,38.81,17877800
2016-11-15,39.04,39.48,38.9,38.94,38.94,16037800
2016-11-16,39.05,39.21,38.71,39.07,39.07,12730900
2016-11-17,39.12,40.06,38.95,39.88,39.88,9758500
2016-11-18,40.08,40.57,39.91,40.08,40.08,9521500
2016-11-21,40.12,40.77,40.12,40.63,40.63,6667200
2016-11-22,40.99,41.1,39.95,40.33,40.33,7734700
2016-11-23,40.31,40.43,39.85,40.05,40.05,5770600
2016-11-25,40.4,40.56,39.99,40.26,40.26,2324300
2016-11-28,40.26,40.49,39.92,39.96,39.96,4170600
2016-11-29,40.07,40.36,39.79,39.89,39.89,5083700
2016-11-30,40.1,40.18,39.18,39.28,39.28,8420700
2016-12-01,39.56,39.68,38.18,38.34,38.34,11265600
2016-12-02,38.34,38.75,38.06,38.62,38.62,6335200
2016-12-05,38.85,39.34,38.65,38.99,38.99,5053900
2016-12-06,39.23,39.26,38.71,38.98,38.98,5954500
2016-12-07,39.08,39.46,38.8,39.45,39.45,7012000
2016-12-08,39.68,40.0,39.45,39.61,39.61,6102600
2016-12-09,39.7,39.79,39.38,39.65,39.65,3923700
2016-12-12,39.6,39.9,39.35,39.43,39.43,4474500
2016-12-13,39.55,39.74,39.39,39.43,39.43,6385900
2016-12-14,39.46,39.89,39.46,39.55,39.55,4658700
2016-12-15,39.8,40.29,39.35,39.54,39.54,6418900
2016-12-16,39.9,39.9,39.12,39.32,39.32,9786300
2016-12-19,39.4,39.8,39.11,39.44,39.44,4268600
2016-12-20,39.61,39.74,39.26,39.74,39.74,3637200
2016-12-21,39.84,40.74,39.82,40.09,40.09,6768200
2016-12-22,40.04,40.09,39.54,39.68,39.68,5065000
2016-12-23,39.82,39.87,39.48,39.58,39.58,3378100
2016-12-27,39.5,40.08,39.43,39.72,39.72,2660100
2016-12-28,39.76,40.03,39.53,39.57,39.57,3292400
2016-12-29,39.54,40.17,39.54,39.96,39.96,3708000
2016-12-30,39.96,40.07,39.34,39.47,39.47,5012100
2017-01-03,40.29,40.98,40.0,40.25,40.25,8247400
2017-01-04,40.35,41.03,40.04,41.0,41.0,6806400
2017-01-05,41.43,41.72,41.04,41.06,41.06,6432000
2017-01-06,41.24,41.64,40.79,41.45,41.45,5586400
2017-01-09,41.49,41.51,41.11,41.4,41.4,3943900
2017-01-10,41.4,41.55,41.07,41.08,41.08,4174900
2017-01-11,41.23,41.38,40.83,41.28,41.28,4425300
2017-01-12,41.28,41.6,40.92,41.56,41.56,3840500
2017-01-13,41.65,41.84,41.53,41.6,41.6,3917700
2017-01-17,41.6,41.71,41.2,41.27,41.27,5932900
2017-01-18,41.41,41.49,41.11,41.35,41.35,4706000
2017-01-19,41.25,41.68,41.03,41.27,41.27,4717600
2017-01-20,41.39,41.72,41.3,41.69,41.69,6868500
2017-01-23,41.86,42.11,41.25,41.62,41.62,8497100
2017-01-24,41.95,42.04,41.53,41.96,41.96,6106500
2017-01-25,42.36,42.44,41.66,41.71,41.71,8604000
2017-01-26,42.36,42.5,41.28,41.5,41.5,11838100
2017-01-27,41.0,41.2,39.92,40.27,40.27,22749200
2017-01-30,40.17,40.27,39.42,39.86,39.86,11486000
2017-01-31,39.7,40.01,39.45,39.78,39.78,9100100
2017-02-01,39.96,40.0,39.11,39.31,39.31,8860400
2017-02-02,39.4,39.84,39.02,39.58,39.58,8736800
2017-02-03,39.79,39.93,39.55,39.59,39.59,7131100
2017-02-06,39.64,39.83,39.34,39.74,39.74,8206400
2017-02-07,40.01,40.34,39.7,40.02,40.02,7956300
2017-02-08,40.18,40.99,39.92,40.88,40.88,7399000
2017-02-09,40.44,40.99,40.3,40.83,40.83,6467600
2017-02-10,40.82,40.86,40.56,40.58,40.58,6248200
2017-02-13,40.83,41.3,40.74,41.17,41.17,6260900
2017-02-14,41.18,41.63,40.94,41.62,41.62,6496400
2017-02-15,41.69,41.93,41.27,41.87,41.87,7124600
2017-02-16,41.87,42.31,41.7,42.15,42.15,5730800
2017-02-17,41.92,42.3,41.8,41.96,41.96,5106000
2017-02-21,41.93,42.56,41.9,42.43,42.43,5874700
2017-02-22,42.3,42.53,42.12,42.42,42.42,4316200
2017-02-23,42.37,42.67,42.16,42.53,42.53,5456300
2017-02-24,42.11,43.07,41.83,43.07,43.07,6769500
2017-02-27,42.89,42.89,42.35,42.64,42.64,5026700
2017-02-28,42.49,42.49,41.99,42.0,42.0,6956800
2017-03-01,42.31,42.52,41.99,42.43,42.43,6003800
2017-03-02,42.4,42.86,42.2,42.77,42.77,4572300
2017-03-03,42.7,43.04,42.58,43.03,43.03,4214400
2017-03-06,42.98,43.03,42.63,42.87,42.87,6032800
2017-03-07,42.8,43.2,42.71,42.89,42.89,4404700
2017-03-08,42.84,43.18,42.72,42.79,42.79,4573900
2017-03-09,42.66,43.0,42.45,42.92,42.92,3487900
2017-03-10,43.19,43.28,42.76,42.99,42.99,4636200
2017-03-13,42.87,42.97,42.45,42.59,42.59,5526900
2017-03-14,42.51,42.64,41.74,42.1,42.1,5888000
2017-03-15,42.29,42.57,41.89,42.39,42.39,4291800
2017-03-16,42.5,42.58,42.14,42.4,42.4,3998600
2017-03-17,42.57,43.3,42.37,43.08,43.08,12307900
2017-03-20,43.1,43.32,42.81,43.16,43.16,6686900
2017-03-21,43.33,43.4,42.46,42.64,42.64,7758400
2017-03-22,42.6,43.24,42.45,43.19,43.19,6513300
2017-03-23,43.13,43.61,43.0,43.14,43.14,7176400
2017-03-24,43.48,43.49,42.94,43.13,43.13,5739500
2017-03-27,42.69,43.2,42.58,43.08,43.08,3850300
2017-03-28,42.87,43.25,42.84,43.15,43.15,4396500
2017-03-29,43.15,43.3,42.96,43.24,43.24,3951100
2017-03-30,43.15,43.8,43.0,43.54,43.54,5691700
2017-03-31,43.44,43.48,43.01,43.02,43.02,5177500
2017-04-03,43.2,43.3,42.51,42.63,42.63,7773000
2017-04-04,42.74,42.74,42.26,42.72,42.72,4681800
2017-04-05,42.83,43.34,42.74,42.89,42.89,5292300
2017-04-06,42.9,43.0,42.72,42.9,42.9,5395400
2017-04-07,42.89,43.17,42.71,43.04,43.04,4861200
2017-04-10,43.07,43.55,43.01,43.05,43.05,4579500
2017-04-11,42.99,43.09,42.61,42.69,42.69,4856300
2017-04-12,42.1,42.81,42.06,42.49,42.49,5800100
2017-04-13,42.5,42.89,42.32,42.55,42.55,3631400
2017-04-17,42.6,43.14,42.6,43.1,43.1,3151600
